,Year,TRB%,AST%,STL%,BLK%,TOV%,USG%,3P%,2P%,FT%
8283,2001.0,10.9,3.1,0.9,2.4,6.5,18.0,0.0,0.541,0.6
8284,2001.0,7.1,23.1,1.6,0.3,21.0,19.1,0.273,0.44799999999999995,0.7140000000000001
8285,2001.0,12.4,3.5,2.5,4.3,13.8,16.2,0.0,0.457,0.603
8286,2001.0,8.9,14.5,1.1,0.8,12.0,18.2,0.33799999999999997,0.526,0.87
8287,2001.0,15.5,7.3,0.7,2.8,21.6,15.8,0.0,0.527,0.426
8288,2001.0,12.1,8.4,0.6,2.4,25.1,11.8,0.0,0.39399999999999996,0.758
8289,2001.0,11.1,9.7,0.8,1.3,12.6,23.2,0.0,0.49200000000000005,0.735
8290,2001.0,4.9,24.3,1.8,0.3,13.6,25.5,0.395,0.44799999999999995,0.846
8291,2001.0,9.2,0.0,2.8,0.0,24.0,20.2,0.33299999999999996,0.313,0.0
8292,2001.0,13.3,6.7,1.2,1.6,18.2,16.1,0.272,0.485,0.722
8293,2001.0,14.6,5.4,1.6,2.6,12.3,18.5,0.33299999999999996,0.512,0.8140000000000001
8294,2001.0,8.5,10.5,1.9,1.6,11.6,21.3,0.41200000000000003,0.44,0.7709999999999999
8295,2001.0,12.8,7.3,1.0,0.8,18.4,12.4,0.0,0.45,0.833
8296,2001.0,14.3,8.7,2.1,4.6,20.2,18.0,0.0,0.5,0.5670000000000001
8297,2001.0,16.1,5.2,2.1,1.8,13.1,23.9,0.0,0.442,0.528
8298,2001.0,14.5,3.2,0.5,4.2,20.6,15.1,0.0,0.47,0.593
8299,2001.0,9.1,8.3,2.1,1.3,12.5,15.6,0.326,0.442,0.777
8300,2001.0,4.9,38.4,1.2,0.5,11.9,23.0,0.377,0.431,0.8190000000000001
8301,2001.0,11.5,9.0,1.2,0.9,11.5,23.4,0.382,0.452,0.8059999999999999
8302,2001.0,5.3,26.4,2.9,0.5,21.9,18.3,0.0,0.442,0.6
8303,2001.0,5.7,31.0,1.6,0.2,21.7,16.9,0.385,0.444,0.78
8304,2001.0,17.5,6.4,2.0,0.9,12.7,16.4,0.0,0.455,0.667
8305,2001.0,18.6,8.0,2.0,0.9,13.9,16.4,0.0,0.521,1.0
8306,2001.0,14.1,5.7,1.9,3.1,27.8,14.0,0.0,0.44,0.5710000000000001
8307,2001.0,12.3,26.8,2.1,1.1,13.8,29.1,0.36700000000000005,0.439,0.716
8308,2001.0,14.3,5.0,0.6,2.9,18.2,18.3,0.33299999999999996,0.48200000000000004,0.629
8309,2001.0,20.4,6.8,2.0,4.8,17.7,10.4,0.25,0.49200000000000005,0.336
8310,2001.0,8.4,8.0,1.2,2.1,12.3,24.0,0.133,0.44299999999999995,0.778
8311,2001.0,12.2,12.9,1.6,3.4,10.7,23.4,0.321,0.53,0.7659999999999999
8312,2001.0,6.4,31.1,2.6,0.5,21.7,16.9,0.38299999999999995,0.444,0.8
8313,2001.0,16.6,6.2,1.6,2.8,12.0,15.2,0.0,0.501,0.79
8314,2001.0,14.8,20.6,1.7,2.8,9.6,31.6,0.071,0.488,0.703
8315,2001.0,11.0,18.4,2.5,0.7,16.9,23.3,0.34,0.547,0.6629999999999999
8316,2001.0,4.1,21.7,2.2,0.4,11.0,23.1,0.376,0.434,0.799
8317,2001.0,5.0,12.4,0.9,1.6,8.9,12.0,0.0,0.306,0.857
8318,2001.0,18.9,2.1,1.0,4.9,20.0,18.9,0.0,0.499,0.5670000000000001
8319,2001.0,4.0,26.9,1.9,0.1,16.5,18.1,0.375,0.401,0.894
8320,2001.0,14.5,6.5,1.3,3.6,14.4,17.8,0.0,0.45799999999999996,0.787
8321,2001.0,5.0,27.2,2.7,0.8,11.0,17.4,0.306,0.451,0.752
8322,2001.0,6.9,10.6,1.9,0.6,12.1,16.3,0.331,0.375,0.7140000000000001
8323,2001.0,4.4,27.6,2.1,0.3,18.1,17.0,0.315,0.483,0.789
8324,2001.0,18.5,6.4,2.5,0.9,16.3,15.5,0.0,0.442,0.722
8325,2001.0,15.5,5.4,2.5,1.9,12.4,15.2,0.0,0.522,0.778
8326,2001.0,11.1,10.5,1.2,1.0,16.7,18.5,0.077,0.45899999999999996,0.639
8327,2001.0,16.2,4.2,2.0,1.8,9.5,15.4,0.25,0.47600000000000003,0.857
8328,2001.0,6.1,24.2,1.3,0.2,16.7,17.9,0.45899999999999996,0.426,0.875
8329,2001.0,9.0,10.0,1.0,1.2,11.4,18.7,0.395,0.392,0.77
8330,2001.0,9.7,6.3,0.9,1.0,14.5,22.6,0.0,0.474,0.6459999999999999
8331,2001.0,11.2,6.7,2.2,0.7,10.9,22.4,0.0,0.534,0.626
8332,2001.0,16.3,4.5,1.3,1.9,11.6,20.0,0.0,0.46399999999999997,0.753
8333,2001.0,15.9,4.7,1.9,2.0,9.5,20.9,0.25,0.429,0.7879999999999999
8334,2001.0,0.0,51.5,0.0,0.0,0.0,15.0,0.0,1.0,0.0
8335,2001.0,8.7,1.4,1.0,4.3,11.3,15.7,0.0,0.325,0.735
8336,2001.0,7.4,17.6,3.5,1.4,14.5,21.6,0.29100000000000004,0.426,0.75
8337,2001.0,15.0,8.0,1.1,2.3,12.1,23.2,0.0,0.449,0.718
8338,2001.0,10.3,0.0,0.0,0.0,4.1,29.2,0.0,0.47100000000000003,0.8
8339,2002.0,10.7,8.7,2.3,1.6,13.1,19.7,0.5,0.37799999999999995,0.75
8340,2002.0,13.9,10.4,4.3,3.0,55.1,10.2,0.0,0.0,0.0
8341,2002.0,13.3,15.1,1.7,2.0,14.1,27.0,0.3,0.47,0.8009999999999999
8342,2002.0,6.5,11.3,1.4,0.4,10.2,20.4,0.278,0.478,0.81
8343,2002.0,17.6,11.5,0.0,0.7,8.4,28.9,0.0,0.36700000000000005,0.5
8344,2002.0,13.8,5.5,1.0,3.8,3.5,17.0,0.0,0.44,0.8
8345,2002.0,7.1,19.4,1.9,0.5,11.2,26.2,0.434,0.485,0.873
8346,2002.0,6.9,36.4,2.8,0.2,16.4,19.0,0.38,0.325,0.621
8347,2002.0,11.2,7.8,0.6,1.4,20.6,20.6,0.0,0.325,0.638
8348,2002.0,16.5,4.2,1.4,7.9,13.1,17.0,0.0,0.35700000000000004,0.7859999999999999
8349,2002.0,6.0,18.6,2.0,0.3,11.0,19.4,0.373,0.42200000000000004,0.856
8350,2002.0,6.2,28.1,3.0,0.3,13.3,16.7,0.273,0.444,0.742
8351,2002.0,8.4,10.2,1.4,1.9,14.9,19.5,0.271,0.28600000000000003,0.556
8352,2002.0,9.0,7.7,1.6,0.7,18.8,15.1,0.27699999999999997,0.474,0.6920000000000001
8353,2002.0,5.3,35.7,2.7,0.3,15.4,18.0,0.322,0.426,0.6709999999999999
8354,2002.0,4.6,22.4,2.7,0.1,15.4,19.7,0.26,0.44299999999999995,0.619
8355,2002.0,6.1,24.8,3.0,0.6,17.6,20.1,0.345,0.498,0.775
8356,2002.0,4.6,6.5,1.9,0.4,8.2,22.3,0.294,0.324,0.5
8357,2002.0,6.5,25.5,3.0,0.3,16.0,17.9,0.349,0.484,0.888
8358,2002.0,7.2,36.3,3.4,0.0,27.5,20.7,0.0,0.44799999999999995,0.667
8359,2002.0,5.8,29.5,1.0,0.3,11.2,16.0,0.0,0.45,0.75
8360,2002.0,4.1,20.5,1.7,0.3,13.2,20.0,0.41100000000000003,0.507,0.6920000000000001
8361,2002.0,9.7,12.5,2.3,0.7,12.7,14.8,0.0,0.431,0.762
8362,2002.0,12.9,7.0,1.5,1.1,10.5,15.5,0.0,0.40399999999999997,1.0
8363,2002.0,5.4,19.9,1.4,0.0,16.2,20.6,0.171,0.364,0.684
8364,2002.0,14.8,6.0,1.4,2.8,18.1,18.4,0.0,0.40700000000000003,0.586
8365,2002.0,12.1,7.0,0.7,1.6,14.5,23.8,0.125,0.49,0.633
8366,2002.0,4.6,22.9,4.0,0.3,14.2,16.9,0.14300000000000002,0.377,0.9
8367,2002.0,5.8,22.5,1.3,0.2,13.9,19.2,0.33799999999999997,0.413,0.778
8368,2002.0,8.6,21.3,2.6,0.9,15.6,16.2,0.424,0.588,0.846
8369,2002.0,6.9,23.2,2.5,0.7,16.2,16.2,0.469,0.508,0.9309999999999999
8370,2002.0,13.4,8.9,1.3,0.9,17.8,19.8,0.33299999999999996,0.408,0.784
8371,2002.0,14.5,3.2,1.7,2.9,10.2,12.5,0.0,0.544,0.677
8372,2002.0,7.5,11.9,2.1,1.8,12.5,18.2,0.373,0.451,0.7
8373,2002.0,5.4,6.7,0.0,0.0,29.6,18.0,0.0,0.6,1.0
8374,2002.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8375,2002.0,7.1,13.4,1.3,0.3,15.5,15.9,0.273,0.46399999999999997,0.75
8376,2002.0,8.4,6.1,0.6,2.1,15.1,17.5,0.36,0.457,0.773
8377,2002.0,4.1,29.8,3.1,0.4,16.8,16.7,0.382,0.44799999999999995,0.877
8378,2002.0,6.0,33.1,2.1,0.1,12.6,18.4,0.32,0.45399999999999996,0.922
8379,2002.0,4.5,23.0,1.6,0.4,11.1,19.7,0.37,0.466,0.8029999999999999
8380,2002.0,5.5,29.2,1.5,0.5,13.0,20.4,0.39399999999999996,0.441,0.885
8381,2002.0,4.7,28.2,2.0,0.5,19.8,13.1,0.35700000000000004,0.337,0.5
8382,2002.0,14.6,4.9,1.9,1.4,16.1,10.4,0.0,0.46,0.644
8383,2002.0,11.2,3.8,2.0,3.6,20.0,12.7,0.0,0.42100000000000004,0.8109999999999999
8384,2002.0,11.4,8.6,1.2,3.5,14.7,18.1,0.0,0.42700000000000005,0.958
8385,2002.0,13.2,2.3,0.7,5.0,24.6,10.6,0.0,0.406,0.52
8386,2002.0,10.7,3.0,1.6,1.9,5.3,15.9,0.2,0.355,0.83
8387,2002.0,5.5,8.1,1.9,1.0,13.0,13.9,0.37799999999999995,0.396,0.479
8388,2002.0,10.1,4.8,2.4,1.8,10.6,10.3,0.083,0.495,0.75
8389,2002.0,2.0,6.4,3.7,0.0,0.0,11.1,0.0,0.833,0.0
8390,2002.0,4.0,31.5,1.4,0.2,12.7,20.5,0.31,0.41600000000000004,0.77
8391,2002.0,11.7,4.0,0.0,3.8,17.4,13.4,0.0,0.565,0.5
8392,2002.0,12.9,3.8,1.9,6.0,11.6,12.9,0.0,0.48100000000000004,0.922
8393,2002.0,17.3,11.0,1.4,3.7,12.2,21.1,0.0,0.527,0.742
8394,2002.0,5.6,42.8,2.9,0.5,9.7,20.9,0.174,0.442,0.988
8395,2002.0,10.5,30.3,2.4,0.0,37.5,8.4,0.0,0.5,0.0
8396,2002.0,9.9,5.8,0.0,3.1,13.0,13.0,0.0,0.483,0.6
8397,2002.0,19.2,9.1,1.1,2.9,15.2,15.6,0.0,0.37,0.5
8398,2002.0,3.4,5.0,0.8,1.1,26.8,22.9,0.0,0.4,0.875
8399,2002.0,7.7,4.2,2.4,1.1,16.7,16.5,0.083,0.25,0.0
8400,2002.0,16.7,0.0,0.0,3.7,27.9,24.5,0.0,0.16699999999999998,0.25
8401,2002.0,11.2,9.8,3.8,2.2,8.2,16.0,0.185,0.419,0.6
8402,2002.0,14.1,8.4,1.1,2.4,13.0,18.6,0.0,0.38799999999999996,0.7070000000000001
8403,2002.0,17.5,6.6,1.2,2.2,12.2,12.4,0.0,0.474,0.858
8404,2002.0,0.0,46.4,0.0,13.0,0.0,7.6,0.0,0.0,0.0
8405,2002.0,6.0,29.5,2.6,0.5,23.9,19.3,0.33299999999999996,0.43700000000000006,0.75
8406,2002.0,7.7,32.7,2.6,0.3,26.4,15.6,0.545,0.382,0.7070000000000001
8407,2002.0,7.9,25.9,2.0,0.8,10.7,30.4,0.25,0.489,0.8290000000000001
8408,2002.0,12.3,7.9,1.8,0.7,9.3,14.6,0.0,0.455,0.75
8409,2002.0,10.9,7.9,1.8,1.5,10.8,12.8,0.313,0.544,0.69
8410,2002.0,8.4,7.5,1.0,0.0,14.3,5.8,0.33299999999999996,0.0,0.0
8411,2002.0,9.6,6.5,1.6,0.9,11.0,9.1,0.35200000000000004,0.397,0.5
8412,2002.0,8.6,7.0,1.3,0.5,9.1,17.8,0.243,0.461,0.725
8413,2002.0,7.7,7.4,0.3,0.4,9.1,17.3,0.281,0.397,0.917
8414,2002.0,9.1,8.6,0.0,0.8,15.0,16.9,0.33299999999999996,0.45,0.667
8415,2002.0,10.2,6.7,0.8,1.3,17.3,18.2,0.0,0.507,0.628
8416,2002.0,18.5,5.6,1.8,3.7,11.2,17.4,0.0,0.45,0.626
8417,2002.0,14.0,8.5,1.5,4.6,12.5,23.3,0.0,0.485,0.797
8418,2002.0,8.2,8.0,1.2,0.0,0.0,15.2,0.429,0.5,1.0
8419,2002.0,6.5,33.0,2.6,0.2,20.7,15.8,0.053,0.365,0.528
8420,2002.0,7.5,19.9,2.1,1.3,9.6,30.5,0.387,0.441,0.7979999999999999
8421,2002.0,6.9,34.3,1.8,0.3,11.7,27.3,0.348,0.486,0.86
8422,2002.0,15.7,2.5,1.1,3.4,11.4,11.2,0.0,0.585,0.5820000000000001
8423,2002.0,14.4,6.5,1.1,5.0,19.8,16.6,0.0,0.49700000000000005,0.604
8424,2002.0,8.4,11.3,1.1,1.0,12.4,15.5,0.0,0.485,0.687
8425,2002.0,5.6,32.9,1.9,0.2,27.3,13.0,0.275,0.364,0.8170000000000001
8426,2002.0,7.1,17.2,2.9,0.6,16.3,15.6,0.35200000000000004,0.518,0.851
8427,2002.0,15.8,7.1,1.4,4.2,13.8,21.2,0.0,0.494,0.674
8428,2002.0,5.9,21.9,3.4,0.3,15.7,18.2,0.121,0.42200000000000004,0.838
8429,2002.0,2.8,25.9,2.3,0.0,27.3,28.1,0.25,0.467,0.889
8430,2002.0,13.9,8.5,1.1,1.9,12.5,21.0,0.337,0.465,0.815
8431,2002.0,4.7,23.3,1.0,0.4,16.0,12.8,0.2,0.413,0.892
8432,2002.0,12.8,4.1,0.9,0.7,10.6,15.5,0.0,0.436,0.75
8433,2002.0,12.4,6.6,1.1,1.2,11.7,15.0,0.0,0.462,0.74
8434,2002.0,12.0,8.4,1.1,2.4,17.1,13.5,0.5,0.42,0.701
8435,2002.0,10.9,6.7,0.8,2.8,16.2,21.3,0.0,0.47700000000000004,0.733
8436,2002.0,4.1,21.8,2.0,0.8,14.2,21.5,0.44799999999999995,0.488,0.769
8437,2002.0,2.0,10.8,1.9,0.0,6.6,25.2,0.0,0.375,0.8
8438,2002.0,4.4,30.9,1.6,0.0,13.1,23.8,0.429,0.381,1.0
8439,2002.0,12.9,10.1,1.1,1.6,11.9,19.9,0.33799999999999997,0.449,0.851
8440,2002.0,5.6,29.2,1.3,0.1,17.7,16.2,0.449,0.48200000000000004,0.8640000000000001
8441,2002.0,5.9,21.6,1.9,0.8,15.2,21.7,0.261,0.46799999999999997,0.75
8442,2002.0,5.2,11.9,1.3,0.5,10.1,20.8,0.344,0.444,0.892
8443,2002.0,13.8,4.0,0.7,3.4,13.4,20.7,0.0,0.501,0.6559999999999999
8444,2002.0,5.2,10.1,1.3,0.4,16.0,9.3,0.26899999999999996,0.47200000000000003,0.7909999999999999
8445,2002.0,21.8,4.8,1.8,5.6,19.5,18.6,0.0,0.44,0.389
8446,2002.0,11.9,7.8,0.5,6.5,21.4,17.6,0.0,0.435,0.645
8447,2002.0,4.7,17.2,1.2,0.4,9.0,16.6,0.29100000000000004,0.51,0.752
8448,2002.0,14.3,8.7,1.0,2.1,12.4,19.6,0.0,0.426,0.818
8449,2002.0,6.0,37.3,2.8,1.0,14.2,23.9,0.35600000000000004,0.451,0.58
8450,2002.0,16.5,6.2,1.4,2.6,8.4,13.7,0.0,0.51,0.708
8451,2002.0,5.5,13.7,1.8,0.5,20.2,15.1,0.341,0.363,0.889
8452,2002.0,3.6,13.9,1.2,0.2,11.6,14.2,0.452,0.445,0.762
8453,2002.0,7.3,16.6,1.9,0.9,14.3,24.4,0.314,0.489,0.79
8454,2002.0,14.4,5.2,1.9,2.7,16.6,14.5,0.0,0.45,0.56
8455,2002.0,0.0,54.3,0.0,0.0,0.0,29.9,0.0,0.25,0.0
8456,2002.0,8.0,15.6,1.9,0.3,8.2,24.8,0.32,0.442,0.836
8457,2002.0,7.6,14.6,2.0,0.8,9.3,16.3,0.299,0.381,0.733
8458,2002.0,10.1,19.3,1.7,1.2,11.3,20.7,0.0,0.345,0.722
8459,2002.0,12.6,15.4,2.2,0.0,9.5,28.9,0.25,0.455,0.833
8460,2002.0,5.4,12.1,1.3,0.6,13.6,21.5,0.381,0.259,0.833
8461,2002.0,9.2,7.3,0.5,6.7,27.8,18.2,0.0,0.414,0.2
8462,2002.0,14.8,17.9,1.6,2.6,15.4,18.4,0.231,0.47700000000000004,0.615
8463,2002.0,14.0,5.6,1.1,1.1,15.1,15.9,0.0,0.41700000000000004,0.826
8464,2002.0,1.1,12.7,1.4,1.3,13.8,21.1,0.28600000000000003,0.419,0.833
8465,2002.0,5.3,20.7,2.2,0.2,14.5,13.4,0.425,0.431,0.7929999999999999
8466,2002.0,11.0,6.9,0.9,2.0,10.3,19.7,0.0,0.46399999999999997,0.753
8467,2002.0,14.4,5.7,0.5,3.3,19.8,9.9,0.0,0.41700000000000004,0.5329999999999999
8468,2002.0,18.0,18.3,1.0,4.3,12.7,29.0,0.1,0.511,0.799
8469,2002.0,4.7,26.7,2.1,0.4,21.2,19.1,0.24100000000000002,0.385,0.7959999999999999
8470,2002.0,12.7,3.0,0.7,2.7,15.0,19.8,0.0,0.33299999999999996,0.7
8471,2002.0,10.0,5.6,1.0,1.7,13.0,15.9,0.306,0.46,0.631
8472,2002.0,18.2,4.1,1.7,2.2,19.9,12.2,0.0,0.42,0.606
8473,2002.0,5.1,14.8,0.0,0.0,8.8,22.9,0.0,0.563,0.75
8474,2002.0,16.3,6.3,1.3,3.5,14.2,22.7,0.0,0.446,0.701
8475,2002.0,6.5,9.4,1.1,0.8,10.2,12.5,0.434,0.423,0.9440000000000001
8476,2002.0,7.3,14.0,1.2,0.6,8.0,23.9,0.33899999999999997,0.491,0.8370000000000001
8477,2002.0,4.1,13.9,1.7,0.3,8.0,17.6,0.413,0.41,0.847
8478,2002.0,12.7,11.7,1.3,0.9,11.9,25.9,0.171,0.451,0.6679999999999999
8479,2002.0,3.7,7.8,0.0,0.0,19.4,12.5,0.2,0.222,0.667
8480,2002.0,13.4,2.4,0.7,1.1,18.3,17.3,0.0,0.517,0.737
8481,2002.0,8.4,22.2,2.7,0.0,17.9,19.6,0.0,0.111,1.0
8482,2002.0,21.8,9.3,1.0,0.5,15.7,19.3,0.25,0.429,0.795
8483,2002.0,19.3,6.1,0.0,0.0,0.0,21.0,0.0,0.4,0.75
8484,2002.0,17.6,6.1,2.1,1.5,14.3,14.0,0.133,0.462,0.61
8485,2002.0,10.8,5.3,1.5,2.4,15.7,19.0,0.304,0.43200000000000005,0.85
8486,2002.0,10.6,7.3,1.7,0.2,14.3,11.9,0.0,0.391,0.774
8487,2002.0,9.4,18.1,1.5,0.7,17.0,15.2,0.313,0.479,0.8240000000000001
8488,2002.0,13.9,4.3,1.2,7.7,15.1,14.2,0.0,0.444,0.39799999999999996
8489,2002.0,9.8,29.1,1.6,0.7,15.6,28.0,0.324,0.442,0.773
8490,2002.0,14.6,6.6,0.8,1.7,10.9,18.2,0.0,0.475,0.607
8491,2002.0,17.8,22.4,1.6,2.9,12.5,26.0,0.319,0.484,0.8009999999999999
8492,2002.0,17.9,3.7,1.7,4.4,14.5,14.4,0.0,0.35,0.0
8493,2002.0,17.3,5.1,3.3,2.2,16.7,24.4,0.0,0.267,0.0
8494,2002.0,7.8,6.4,1.3,0.8,7.8,16.1,0.42700000000000005,0.426,0.836
8495,2002.0,13.5,13.8,0.7,3.9,15.0,22.6,0.2,0.519,0.7090000000000001
8496,2002.0,14.9,5.7,1.2,1.0,14.4,23.7,0.125,0.456,0.701
8497,2002.0,9.5,0.0,0.0,4.2,18.4,13.8,0.0,0.125,0.5
8498,2002.0,9.5,9.4,2.1,1.7,10.2,16.4,0.371,0.43200000000000005,0.675
8499,2002.0,4.1,20.6,1.5,0.5,23.7,16.9,0.318,0.457,0.795
8500,2002.0,7.6,12.1,1.7,0.4,10.9,17.1,0.136,0.413,0.677
8501,2002.0,8.3,12.8,2.0,0.9,13.2,22.6,0.33,0.444,0.757
8502,2002.0,5.6,13.8,1.0,2.9,21.6,12.4,0.0,0.2,0.5
8503,2002.0,14.9,10.5,1.2,1.1,15.6,16.6,0.0,0.47,0.8490000000000001
8504,2002.0,12.2,7.1,1.3,1.6,8.3,12.5,0.0,0.513,0.721
8505,2002.0,9.2,11.3,2.8,0.6,9.9,13.8,0.29600000000000004,0.534,0.8370000000000001
8506,2002.0,12.5,4.8,0.5,4.8,6.3,18.4,0.33,0.392,0.7440000000000001
8507,2002.0,11.1,10.2,1.8,1.9,16.1,15.0,0.33299999999999996,0.425,0.757
8508,2002.0,4.2,23.6,0.9,0.9,12.6,22.2,0.374,0.34700000000000003,0.815
8509,2002.0,9.7,9.1,1.1,2.2,23.8,13.5,0.14300000000000002,0.583,0.504
8510,2002.0,5.7,14.6,0.9,0.5,9.7,28.6,0.381,0.43799999999999994,0.89
8511,2002.0,10.7,8.5,2.2,0.0,9.3,10.4,0.0,0.556,0.0
8512,2002.0,17.0,2.7,1.3,1.6,15.6,20.3,0.0,0.42,0.652
8513,2002.0,8.0,21.1,2.6,0.9,15.7,21.9,0.27699999999999997,0.43200000000000005,0.81
8514,2002.0,4.2,23.7,1.6,0.4,12.1,21.3,0.341,0.391,0.833
8515,2002.0,4.7,40.1,2.8,0.5,22.0,23.7,0.373,0.373,0.632
8516,2002.0,12.8,7.5,1.5,0.1,12.0,19.1,0.304,0.475,0.743
8517,2002.0,11.9,7.3,1.6,1.1,12.5,21.6,0.33299999999999996,0.47600000000000003,0.799
8518,2002.0,12.9,4.2,1.0,1.7,15.3,18.5,0.0,0.529,0.7090000000000001
8519,2002.0,7.5,12.3,1.8,0.3,9.1,19.3,0.373,0.489,0.8420000000000001
8520,2002.0,8.1,20.9,4.1,0.8,27.0,15.0,0.0,0.588,1.0
8521,2002.0,11.3,15.1,1.1,4.8,18.9,15.7,0.0,0.33299999999999996,0.5
8522,2002.0,15.8,4.3,1.3,2.2,18.3,12.2,0.0,0.5379999999999999,0.455
8523,2002.0,15.2,7.9,1.3,2.1,10.2,16.2,0.0,0.49200000000000005,0.647
8524,2002.0,6.7,13.0,1.3,1.5,13.0,16.0,0.364,0.447,0.763
8525,2002.0,14.8,11.0,0.0,0.9,6.6,27.0,0.0,0.306,0.5
8526,2002.0,14.8,3.5,0.9,5.3,14.6,12.4,0.0,0.493,0.606
8527,2002.0,13.1,4.4,1.4,2.6,13.4,16.8,1.0,0.504,0.5329999999999999
8528,2002.0,2.3,10.5,4.4,1.9,19.0,25.3,0.5,0.48100000000000004,0.5710000000000001
8529,2002.0,13.6,20.3,0.8,0.5,13.8,23.4,0.0,0.43,0.863
8530,2002.0,19.9,4.3,1.1,1.2,17.4,15.6,0.0,0.392,0.65
8531,2002.0,8.7,15.5,2.3,0.3,8.8,11.9,0.261,0.48700000000000004,0.84
8532,2002.0,12.3,15.3,1.9,3.0,14.5,12.8,0.374,0.41600000000000004,0.7829999999999999
8533,2002.0,5.2,18.8,1.9,0.3,12.8,24.3,0.344,0.42200000000000004,0.857
8534,2002.0,5.0,12.6,1.0,0.3,10.5,25.9,0.39299999999999996,0.452,0.87
8535,2002.0,13.1,8.7,0.9,1.3,10.4,20.3,0.0,0.462,0.754
8536,2002.0,13.0,14.4,1.0,1.3,13.2,25.7,0.0,0.45799999999999996,0.77
8537,2002.0,4.4,23.4,1.6,0.2,15.3,25.8,0.353,0.45899999999999996,0.8759999999999999
8538,2002.0,6.4,26.1,2.8,0.8,15.6,22.5,0.19399999999999998,0.45299999999999996,0.737
8539,2002.0,4.1,11.7,2.1,0.8,9.8,15.6,0.38,0.38299999999999995,0.5
8540,2002.0,10.5,1.5,0.5,5.8,7.8,17.7,0.0,0.456,0.585
8541,2002.0,14.8,9.4,0.7,4.6,12.0,27.0,0.0,0.429,0.754
8542,2002.0,5.8,27.6,3.5,0.4,11.0,37.8,0.29100000000000004,0.419,0.812
8543,2002.0,7.7,14.7,2.1,0.4,10.0,23.1,0.361,0.47700000000000004,0.81
8544,2002.0,6.6,8.2,1.8,0.0,17.1,14.5,0.35,0.47100000000000003,0.5
8545,2002.0,5.5,30.5,1.7,0.3,21.0,10.8,0.5,0.475,0.667
8546,2002.0,9.3,13.4,1.3,0.6,15.5,17.8,0.469,0.43799999999999994,0.862
8547,2002.0,13.6,6.6,1.5,1.2,12.2,24.4,0.0,0.33799999999999997,0.833
8548,2002.0,15.1,3.1,1.0,0.7,13.7,18.2,0.0,0.38799999999999996,0.813
8549,2002.0,7.6,42.5,1.7,0.0,19.0,15.6,0.405,0.456,0.7909999999999999
8550,2002.0,6.6,8.3,3.5,0.9,18.9,24.9,0.25,0.455,0.706
8551,2002.0,14.4,3.9,1.4,6.9,19.8,18.3,0.0,0.491,0.5
8552,2002.0,6.9,27.7,2.8,0.6,22.0,23.7,0.381,0.318,0.5710000000000001
8553,2002.0,9.7,4.1,0.0,1.9,16.1,20.8,0.0,0.385,0.33299999999999996
8554,2002.0,9.8,9.6,1.2,1.0,9.3,24.0,0.324,0.469,0.7340000000000001
8555,2002.0,12.5,5.5,1.5,0.4,10.8,14.3,0.0,0.512,0.667
8556,2002.0,8.6,11.7,1.7,1.8,13.1,19.1,0.23199999999999998,0.48,0.713
8557,2002.0,4.4,19.7,4.4,0.2,16.5,14.8,0.33299999999999996,0.423,0.64
8558,2002.0,3.0,37.0,1.5,0.5,13.0,19.2,0.0,0.49200000000000005,0.747
8559,2002.0,1.8,27.6,1.7,0.5,13.7,19.5,0.0,0.429,0.706
8560,2002.0,8.2,7.7,1.9,2.4,14.8,18.0,0.36,0.42700000000000005,0.81
8561,2002.0,16.2,2.3,1.2,3.6,19.0,7.7,0.0,0.46399999999999997,0.455
8562,2002.0,7.6,12.5,1.7,0.7,8.3,15.2,0.273,0.51,0.769
8563,2002.0,7.3,17.7,1.5,0.9,12.5,16.8,0.33299999999999996,0.435,0.778
8564,2002.0,16.2,3.7,1.3,5.4,27.6,14.5,0.0,0.4,0.5
8565,2002.0,5.6,20.9,1.1,0.1,16.4,16.1,0.371,0.45899999999999996,0.7290000000000001
8566,2002.0,7.0,15.4,2.0,1.9,9.9,22.7,0.39,0.451,0.8370000000000001
8567,2002.0,13.4,8.9,1.9,1.6,10.5,16.1,0.31,0.498,0.662
8568,2002.0,17.5,10.5,1.4,0.7,13.5,15.7,0.364,0.439,0.815
8569,2002.0,9.4,30.8,2.2,0.9,9.9,36.0,0.18899999999999997,0.426,0.79
8570,2002.0,13.7,6.9,1.9,2.0,14.8,20.2,0.0,0.434,0.794
8571,2002.0,4.6,13.0,0.9,0.1,9.3,15.2,0.39399999999999996,0.503,0.975
8572,2002.0,10.9,42.5,3.0,0.5,18.7,22.5,0.321,0.424,0.8140000000000001
8573,2002.0,11.2,7.4,2.9,5.9,11.9,19.0,0.25,0.488,0.768
8574,2002.0,5.9,13.9,2.6,0.9,9.7,19.4,0.405,0.48700000000000004,0.7440000000000001
8575,2002.0,5.3,43.9,3.6,0.4,22.4,19.6,0.25,0.426,0.757
8576,2002.0,14.1,3.0,1.4,1.7,18.1,16.2,0.0,0.363,0.762
8577,2002.0,8.3,23.7,1.7,0.8,16.5,20.7,0.31,0.474,0.7120000000000001
8578,2002.0,12.1,16.7,2.3,1.3,17.7,15.4,0.2,0.47200000000000003,0.868
8579,2002.0,12.9,6.5,1.0,6.8,7.8,20.5,0.434,0.47700000000000004,0.667
